place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score
Khách sạn đáng thử gần trung tâm Đà Lạt,khách sạn,1,6996,354300,42900,,https://www.tiktok.com/@dihetdalat/video/7515412014664043783,0,52.43
Chợ đêm Đà Lạt,chợ quán,1,6883,290500,102100,,https://www.tiktok.com/@callmevyvo/video/7359542199014493448,1,45.93
Đêm nhạc Ở Lại Mây,địa điểm checkin,1,3388,312700,9115,,https://www.tiktok.com/@olaimay.dalat/video/7622118181519232274,1,44.66
Tiệm Cơm Hồi Đó,chợ quán,1,5057,271200,74000,平价,https://www.tiktok.com/@sayhihuy/video/7351351906515619090,1,42.18
Lang farm,địa điểm checkin,1,2866,263800,54100,,https://www.tiktok.com/@langfarmcenter/video/7527934538673032449,1,39.25
Bản Lèo,thiên nhiên,1,6061,226600,25300,,https://www.tiktok.com/@dicungdalat/video/7636190646923169031,1,38.72
Nét đẹp tự nhiên Đà Lạt,thiên nhiên,1,13100,151200,12500,,https://www.tiktok.com/@sundilaca/video/7631971399866780944,1,38.22
Tiệm Mì Kaito,chợ quán,1,6069,205700,29300,,https://www.tiktok.com/@nim.fav/video/7307841851686522119,1,36.64
DalangFarm,địa điểm checkin,1,7201,174200,972,,https://www.tiktok.com/@dalangdalat/video/7613347098100124946,1,34.62
Rừng Giao Hưởng,thiên nhiên,1,3597,202900,8893,,https://www.tiktok.com/@runggiaohuong/video/7620294626150288660,1,33.89
Khoai Lang Nướng,chợ quán,1,2805,198700,177400,,https://www.tiktok.com/@kuti20297/video/7486710236296793352,1,32.67
Mộc Quán BBQ,chợ quán,1,1404,202100,71900,,https://www.tiktok.com/@tungnuitravel/video/7445286601103510801,0,31.61
Quảng Trường Lâm Viên,địa điểm checkin,1,18500,21400,128900,,https://www.tiktok.com/@myandangdoiban999/video/7587644118529101072,1,30.64
Là Bữa In Dalat,chợ quán,1,2232,171200,177400,55🌿 cho một người,https://www.tiktok.com/@kuti20297/video/7543968164565077266,1,29.35
Tiệm cà phê Dốc thị,cafe,1,3653,145500,200300,,https://www.tiktok.com/@tuthoreview/video/7499085053125823764,1,28.2
Tiệm nướng mùa thu Đà Lạt,khác,1,3864,132100,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7607637946195283220,1,27.07
Delight Park Đà Lạt,địa điểm checkin,1,2449,144800,111100,,https://www.tiktok.com/@nhanphepha/video/7610772204464164117,1,26.93
Quán lẩu nướng Cô Xuân,chợ quán,1,2311,137100,315100,,https://www.tiktok.com/@bananzidong/video/7490785825370688776,1,26.02
Tiệm ăn vặt ngon ở Đà Lạt,chợ quán,1,3921,119600,207700,,https://www.tiktok.com/@didalatcungtruc/video/7457163819102637320,0,25.88
Eat Vặt Xù,chợ quán,1,2739,128500,207700,,https://www.tiktok.com/@didalatcungtruc/video/7594045747868306708,1,25.59
Quán ốc siêu ngon và tươi,chợ quán,1,3210,123500,177400,,https://www.tiktok.com/@kuti20297/video/7453686964391349511,0,25.56
Ana Mandara Đà Lạt,khách sạn,1,981,144400,11900,,https://www.tiktok.com/@huykutis/video/7256324410284444934,1,25.42
Mint Coffee & Tea,cafe,1,3900,102800,5683,,https://www.tiktok.com/@quanngondalat/video/7606963392359730452,1,24.18
Chòi Ôi,chợ quán,1,4619,93700,1322,,https://www.tiktok.com/@ngocdilacreview/video/7611906520112139541,1,23.99
Ăn vặt Ying Đà Lạt,chợ quán,1,2921,110300,207700,,https://www.tiktok.com/@didalatcungtruc/video/7466082656061672712,0,23.95
Nhà Của Thông,địa điểm checkin,1,1656,100600,25300,,https://www.tiktok.com/@dicungdalat/video/7628756995616607506,1,21.72
6 con dốc,địa điểm checkin,1,1781,99300,42900,,https://www.tiktok.com/@dihetdalat/video/7549544110693174536,1,21.71
Tiệm cf Nàng Dalat,cafe,1,1575,97000,23900,,https://www.tiktok.com/@tiemcafenangdalat/video/7418937812419988743,1,21.27
Quán cà phê mây,cafe,2,69,6530,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,2,20.72
LÒ BÁNH CĂN ĐÀ LẠT,chợ quán,1,1754,83700,143800,ngon rẻ chấn động,https://www.tiktok.com/@didauofficial/video/7533457708364631314,1,20.12
Quán mẹ con Huế,chợ quán,1,1473,80400,4487,,https://www.tiktok.com/@meconhueodalat/video/7624002766230342933,0,19.51
Bánh tráng nướng Đà Lạt,chợ quán,1,1598,76700,1553,,https://www.tiktok.com/@reviewbybummie/video/7596584713528036616,0,19.27
Lưng Chừng Home,homestay,1,552,83200,92900,,https://www.tiktok.com/@danonglambep/video/7484112152480222472,1,18.87
Bếp Hứa Gia,nhà hàng,1,1090,77500,14600,,https://www.tiktok.com/@dienodalat.py/video/7630321185460440338,1,18.84
Bún bò An Cựu,chợ quán,1,329,72300,33500,,https://www.tiktok.com/@lacaphee/video/7632515240151747858,1,17.56
Cafe Mây,cafe,1,1220,62900,17700,,https://www.tiktok.com/@tiemcaphevungngoaio/video/7634423010270645512,1,17.51
Lách Tách,chợ quán,1,3107,38400,178,55ka/ người,https://www.tiktok.com/@lachtachdalat/video/7431492075218128146,1,16.95
Đôi Đũa Có Cơm Niêu,quán ăn,1,1550,52700,4250,,https://www.tiktok.com/@doiduadalat/video/7503154580214091016,0,16.82
Top 5 khách sạn 4 sao Đà Lạt sang trọng,khách sạn,1,420,62700,8225,4 sao,https://www.tiktok.com/@dalatcungtico/video/7217422273534266629,1,16.69
Quán ăn vặt guột,chợ quán,1,1908,47200,62100,,https://www.tiktok.com/@_dmylinh/video/7299428100247506184,0,16.63
Mercure Dalat Resort,khách sạn,1,184,58700,94,,https://www.tiktok.com/@datng.booking/video/7341378314323447060,1,16.05
Lẩu gà lá é Tạo Ngộ,chợ quán,1,750,42400,74000,,https://www.tiktok.com/@sayhihuy/video/7350238587985726738,1,14.99
Reo,cafe,1,1518,34600,102900,,https://www.tiktok.com/@reodalat/video/7635682789181885703,1,14.98
5 địa điểm có hoa phượng tím tại Đà Lạt,địa điểm checkin,1,603,40100,42900,,https://www.tiktok.com/@dihetdalat/video/7612572085180845333,0,14.61
Khu Vườn Bonsai Que Garden,thiên nhiên,1,555,37500,2616,,https://www.tiktok.com/@quegardenvanthanh/video/7519366669341347090,1,14.3
Chuyện Của Mơ,cafe,1,374,36000,336100,,https://www.tiktok.com/@lulureview_/video/7632984252665122066,1,13.97
Quán ăn Mẹ Con Huế,chợ quán,1,515,32800,4487,,https://www.tiktok.com/@meconhueodalat/video/7612220469835517205,0,13.8
B'Nơm Kitchen,chợ quán,1,334,33400,177400,rẻ,https://www.tiktok.com/@kuti20297/video/7522678391573613831,1,13.67
Mood Cine,cafe,1,657,25700,944,,https://www.tiktok.com/@cineboxdalatt/video/7532168614066130184,1,13.23
Tiệm Nhà Út,chợ quán,1,116,30200,1938,,https://www.tiktok.com/@duy.dalat/video/7303144569539988744,1,13.14
Thảo Muốn Nói,cafe,1,281,26600,14700,,https://www.tiktok.com/@thaodimuonnoi/video/7517469830358846728,1,12.94
Tiệm ăn vặt Mây Hồng,chợ quán,1,484,19700,207700,,https://www.tiktok.com/@didalatcungtruc/video/7632508485653171477,1,12.45
Cà phê xanh lùn,cafe,1,524,16800,6386,,https://www.tiktok.com/@gaaaconn/video/7480527027444010247,1,12.2
Kissa Cafe & Diner,cafe,1,516,16700,1400000,,https://www.tiktok.com/@kl.foodie/video/7638513319166463252,0,12.19
Tà Hũ Phớ,địa điểm checkin,1,73,16900,372,,https://www.tiktok.com/@quynhtim_family/video/7183902020577840427,1,11.76
Say xưa,chợ quán,1,103,16500,8205,,https://www.tiktok.com/@bocauzotriiudalat/video/7524263642276105479,1,11.75
Canh Homestay Dalat,homestay,1,490,12300,749,,https://www.tiktok.com/@gacnhohomestay/video/7626078738307878164,1,11.72
Phủ Phê Đà Lạt,nhà hàng,1,51,9219,402,,https://www.tiktok.com/@phuphedl/video/7455275974356258056,1,10.97
Quán nướng ngói Cù Đúc,chợ quán,1,113,8409,68800,,https://www.tiktok.com/@eatwithdien/video/7528458207006625041,0,10.95
Tiệm ăn HoaVenRừng,nhà hàng,1,232,7162,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7520852332108614930,1,10.95
Cuối tuần Linn đi Đà Lạt,homestay,1,89,7891,13200,,https://www.tiktok.com/@linnsharinghomedalat/video/7536814876862221576,1,10.88
Chè và bún huế,chợ quán,1,126,6843,1322,,https://www.tiktok.com/@ngocdilacreview/video/7638502808114760980,0,10.81
Nơi nào cafe đẹp,cafe,1,36,6144,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,0,10.65
Café sáng sớm Đà Lạt,cafe,1,36,6144,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,0,10.65
Rendez-vous,cafe,1,18,4346,240,,https://www.tiktok.com/@rendezvous_dalat/video/7523389423199849735,1,10.45
Check-in free,địa điểm checkin,1,68,3728,42,,https://www.tiktok.com/@quin.pham997/video/7638249784771349780,0,10.44
Hoa Ven Rừng,địa điểm checkin,1,104,2500,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7521937649511238920,1,10.35
Café Miền Du,cafe,1,247,761,2718,,https://www.tiktok.com/@chau.giang.dng/video/7632565519182236936,1,10.32
Lang Biang Land,địa điểm checkin,1,74,2046,16200,,https://www.tiktok.com/@langbiangland/video/7638619466124872967,1,10.28
Đà Lạt,thiên nhiên,1,39,2344,178,,https://www.tiktok.com/@kieuoanh0313/video/7633373164369677586,0,10.27
Quán cà phê ấm áp,chợ quán,1,68,1485,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7565844061144239367,0,10.22
Tiệm Cafe Nhớ Hoài,cafe,1,62,1523,116,,https://www.tiktok.com/@langthanglk/video/7552701224886275336,1,10.21
Orio Homestay,homestay,1,29,1324,11100,,https://www.tiktok.com/@oriodalat/video/7638548448559500564,1,10.16
Quán Lẩu và Nướng Tôm Bầu,chợ quán,1,24,860,538,,https://www.tiktok.com/@tombaudalat/video/7628930848670158101,1,10.11
Tiệm bánh Trăng Nhỏ,chợ quán,1,15,865,1922,,https://www.tiktok.com/@tiembanhtrangnhin/video/7638802322600152341,0,10.1
Tiệm cà phê trong Rừng,cafe,1,26,592,113,,https://www.tiktok.com/@vudasar/video/7590390530903641364,1,10.09
cà phê REO,cafe,1,21,634,310,,https://www.tiktok.com/@mimiatwork11/video/7633298477916753173,1,10.08
Ly Cafe,cafe,1,18,393,252300,,https://www.tiktok.com/@nguyenpalmas/video/7638304600553950472,1,10.06
Café Sáng Ngã 3 Thác Pongour,cafe,1,23,326,1000,,https://www.tiktok.com/@smile.life.good/video/7593566255378926856,1,10.06
Cà Phê Hồng Phát Đà Lạt,cafe,1,9,390,166,,https://www.tiktok.com/@hongphatdalat/video/7638628112892300564,1,10.05
Vu Homestay Đà Lạt,homestay,1,24,304,3886,"3.x.x – 4.x.x /đêm, 5.x.x – 7.x.x /đêm",https://www.tiktok.com/@vuhomestaydalat25/video/7585116320832752903,1,10.05
Đặc Sản Nhà Tôm,chợ quán,1,5,437,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7455682538518990087,0,10.05
Ba Ba Ciu Valley,thiên nhiên,1,19,260,1337,,https://www.tiktok.com/@hoangminh291194/video/7354954666188344577,1,10.04
Tam Giác Mạch,cafe,1,2,147,2,,https://www.tiktok.com/@gocnho.dalat/video/7030058273285934363,1,10.02
Edin Cafe,cafe,1,2,102,126,,https://www.tiktok.com/@moonlightfloralrva/video/7638872527711915294,1,10.01
Vạn Hoa Đà Lạt,địa điểm checkin,1,1,67,8007,,https://www.tiktok.com/@kdlvanhoadalat/video/7638834313928199445,1,10.01
Camping Lý tưởng,địa điểm checkin,1,6,77,58,,https://www.tiktok.com/@_dalatxinhdep/video/6996251672645340417,1,10.01
Quán siêu xinh,quán cà phê mây | Cafe May,1,3,39,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7407332379066518791,0,10.01
