day,stop,method,name,type,arrive,start_visit,end_visit,feasible,dist_km,rating,attraction_score,address,video_url
4,6,Greedy 3D,The Lam,cafe,12:53,12:53,13:53,True,0.2038201882838176,4.7,0.2666,"Đường Lý Tự Trọng/35 Cũ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@thelam35lytutrong/video/7638628543840275730
4,7,Greedy 3D,restaurant, nhà hàng,13:54,13:54,14:54,True,0.41648118179923005,4.7,0.3113,"38 Đường Tăng Bạt Hổ, Xuân Hương - Đà Lạt, Lâm Đồng 66100, Việt Nam",https://www.tiktok.com/@goldiegallowaytravels/video/7332136850510859553
4,8,Greedy 3D,Chân gà quái thú Đà Lạt,cafe,14:56,14:56,15:56,True,1.0635803665366637,4.2,0.4066,"16b Đường Hoàng Văn Thụ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@sieuanvat25/video/7239287781401398533
4,9,Greedy 3D,Bánh canh cua Luxury,chợ quán,15:57,15:57,16:37,True,0.39514551213669946,4.4,0.3156,"Lô 1A Khu Quy Hoạch Hoàng Văn Thụ, Xuân Hương - Đà Lạt, Lâm Đồng 66115, Việt Nam",https://www.tiktok.com/@kuti20297/video/7463821415771278610
4,10,Greedy 3D,Tiệm cafe của thanh xuân,cafe,16:39,16:39,17:39,True,0.7858519764874351,4.9,0.3727,"9 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@heuupham95/video/7409930280238124295 | https://www.tiktok.com/@traveleverywhere.vn/video/7399602885719346450
4,11,Greedy 3D,Hương Quán,cafe,17:41,17:41,18:41,True,1.3969801741044927,4.1,0.2879,"47B Trần Bình Trọng, Cam Ly - Đà Lạt, Lâm Đồng 67000, Việt Nam",https://www.tiktok.com/@huongquandalat/video/7327856661815627015
4,12,Greedy 3D,Quán Nguyễn Gia,cafe,18:43,18:43,19:43,False,1.0508426944713565,4.1,0.3043,"33 Ngô Quyền, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@quanngondalat/video/7417303437462768904
4,13,Greedy 3D,1/2 Circle Coffee,cafe,18:51,18:51,19:51,False,3.901863105233772,4.5,0.311,"Hẻm 4 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@duocroidithoi.sg/video/7387617478555258120
4,14,Greedy 3D,Cây Cam Ngọt,cafe,18:53,18:53,19:53,False,0.9665906693374364,4.8,0.2503,"Hẻm 57 Khe Sanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@trangduongnehehe/video/7638165648136260884
4,15,Greedy 3D,Tiệm Cà phê bên Suối,cafe,19:00,19:00,20:00,False,3.389338020000943,4.1,0.2675,"3 Trúc Lâm Yên Tử, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@hoang.anh.822/video/7493011221671709983
